CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,CONFIG,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
6745,2017,10,20,1-10-2017-020-03,3,4,4,10:45,2,2,2,1,2,2,0,4,2,2,4,"V1 was traveling north on a five lane, two way undivided roadway in lane two approaching a four way intersection. V2 was traveling west on a five lane, two way undivided roadway in lane two approaching the same intersection. As both vehicles proceeded straight through the intersection the front of V2 contacted the right side of V1. After impact V1 rotated counterclockwise and V2 rotated clockwise and the left side of V2 contacted the right side of V1.",405.610228972484,4,2
6769,2017,15,18,1-15-2017-018-06,6,4,7,00:55,3,1,2,1,1,2,0,4,2,2,1,"V1 was traveling northbound in the right lane of a one way roadway with two lanes of travel.  V2 was also traveling on the same roadway in front of V1.  On this roadway, the frontal plane of V1 contacted the rear plane of V2.",1212.83585076125,1,2
6770,2017,26,20,1-26-2017-020-09,9,4,1,13:12,5,1,1,1,1,1,0,4,2,2,0,V1 was traveling eastbound. V1 crossed over the center raised curb median into oncoming traffic. V1 attempted to return back to original travel lane when the front end of V1 came into contact with a light pole located on the center median.,4482.50651550674,10,2
6771,2017,22,35,1-22-2017-035-09,9,4,4,13:30,2,1,2,1,1,1,0,4,2,2,4,Both V1 and V2 were westbound on a two-way four-lane highway divided by a center two-way left turn lane.  V1 was in the #2 lane and 
V2 in the #1 lane.  Right front corner of V1 impacted left side of V2 resulting in sideswipe-type damage to both vehicles.,442.483622805907,12,2
6774,2017,25,6,1-25-2017-006-06,6,4,5,08:58,2,1,2,1,1,1,0,4,2,2,4,"Vehicle #1, traveling west, and Vehicle #2, traveling east, were approaching a 4-leg intersection. V1 entered the intersection going straight; V2 entered the intersection turning left, and the front of V1 impacted the right side of V2.",346.700311597188,2,2
6772,2017,23,30,1-23-2017-030-09,9,4,5,00:30,4,2,1,2,5,1,0,3,1,2,0,V1 was traveling westbound on roadway negotiating a left curve.  V1 departed the roadway to the right and the front of V1 contacted a ditch.  V1 rotated clockwise and rolled left 2 quarter turns.,1244.94209992097,5,2
6773,2017,23,31,1-23-2017-031-03,3,4,1,15:40,2,1,2,2,9,1,0,3,2,2,4,V1 was making a left turn (South) out of a housing development. V2 was traveling North on the roadway. The Frontal plane of V2 contacted the Left plane of V1.,206.435445922034,5,2
6777,2017,12,17,1-12-2017-017-06,6,3,5,16:02,2,2,2,1,1,2,0,4,2,2,4,"Vehicle #2 was traveling west bound. Vehicle #1 was traveling east bound. V1 turned left at the intersection and V2 was traveling straight through the intersection. Both vehicles entered the intersection and V2 impacted the front bumper on the right door and quarter panel of V1. V2 continued forward, turning V1 counterclockwise causing V2 to impact the left side of the vehicle on the right side of V1.",917.181748152234,9,2
6779,2017,32,32,1-32-2017-032-03,3,4,5,15:18,2,4,2,1,3,3,0,4,2,2,4,"V1 was traveling east, approaching an intersection. V2 was traveling north, approaching the same intersection. At the intersection, V1 attempted to turn left into the north bound lanes of traffic. Within the intersection, the front of V2 impacted the right side of V1. V1 started to rotate counter clockwise, and V2 started to rotate clockwise. The right side of V1 impacted the left side of V2 in a side slap impact. V2 continued to travel north and departed the road at the northeast corner of the intersection. The front of V2 impacted a wooden utility pole. The pole broke off at its base and fell on top of V2.",1463.79989406413,7,2
6778,2017,32,31,1-32-2017-031-07,7,4,7,05:26,2,2,2,0,0,0,0,0,9,9,5,"V2 was traveling northeast in the second lane. V1 was traveling the same direction in the third lane. The right side of V1 contacted the left side of V2.  After contact with V1, V2 impacted the curb damaging the right front axle.",5306.80771863192,7,2
6781,2017,14,19,1-14-2017-019-02,2,4,5,12:19,2,1,2,1,3,1,0,4,2,2,4,V1 was attempting to make a left hand turn out of a parking lot. V2 was traveling on a main roadway in a South East direction. V2's front contacted V1's left side. Both vehicles then came to rest off the roadway.,288.741149175906,8,2
6776,2017,24,33,1-24-2017-033-09,9,3,6,07:32,2,3,3,2,5,2,0,3,1,2,6,"V1 was traveling northbound, V2 and V3 were traveling southbound with V3 following behind V2.  V1 departed its lane on the left hand side where it struck the left side of V2, V1 continued forward and struck the front plane of V3.  After the collision V3 continued off the roadway on the right side where it contacted a tree with its front plane, V3 came to final rest against the tree.  V2 after collision continued southbound eventually departed the roadway on the right hand side coming to final rest on the grass shoulder.  V1 came to final rest in the northbound lane.",3538.97814112905,1,2
6783,2017,16,31,1-16-2017-031-09,9,4,7,15:13,2,1,2,2,5,2,0,6,2,2,4,V2 was traveling eastbound on a 4 lane roadway. V1 was turning left from a parking lot onto the same roadway as V2. V2 (left) impacted with V1 (front).,5664.98907081868,5,2
6782,2017,28,17,1-28-2017-017-06,6,3,5,11:03,3,1,2,1,1,1,0,0,2,2,1,V1 and V2 were traveling the same direction on a non divided 2 lane roadway. V2 came to a stop in the roadway to make a left turn. V1's frontal plane impacted V2's rear plane.,69.8854671657851,3,2
6789,2017,17,22,1-17-2017-022-05,5,4,4,02:21,5,1,1,2,9,1,0,3,9,2,0,V1 was traveling northbound in lane two of a two lane one way roadway.  V1 departed the roadway to the right and struck a concrete barrier with the front of V1.,139.771523758914,4,2
6785,2017,33,32,1-33-2017-032-03,3,4,6,07:50,2,3,3,1,2,2,0,4,2,2,4,"V1 was traveling northwest approaching an intersection. V2 was traveling southwest approaching the same intersection. V3 was traveling southeast approach the same intersection. V1 and V2 entered the intersection and the front end of V2 impacted the right side of V1 (event 1). Subsequently, the right side of V1 impacted the left side of V2 (event 2). Finally, the front of V2 impacted the front of V3 (event 3).",62.9930657774199,12,2
6793,2017,21,16,1-21-2017-016-09,9,4,1,15:58,2,3,2,3,14,3,1,3,2,2,4,"V1 was traveling eastbound approaching an intersection.  V2 was traveling southbound approaching the same intersection.  In the intersection, the front end of V2 came into contact with the left side of V1, then the right side of V2 and the left side of V1 came into contact.  V1 then traveled in a southerly direction, where its front end came into contact with the left front wheel/tire of V3, which was facing northbound and parked along the curb.",1166.36244670081,11,2
6788,2017,13,31,1-13-2017-031-07,7,4,4,21:38,3,1,2,0,0,0,0,0,2,2,1,Vehicle 1 was traveling eastbound and approaching an intersection. Vehicle 2 was stopped eastbound at the same intersection to turn left. The front of V1 contacted the back of V2.,4245.73701337969,7,2
6790,2017,19,41,1-19-2017-041-01,1,4,5,17:55,5,2,1,3,17,2,1,1,2,2,0,V1 was traveling west and departed the roadway to the right.  V1 traveled down an embankment and the undercarriage of V1 impacted a ditch at the bottom of the embankment.  V1 traveled across an adjacent roadway.  The front of V1 impacted a tree on the north roadside.,249.502488489623,9,2
6792,2017,19,42,1-19-2017-042-03,3,4,5,17:28,2,2,2,1,1,1,0,4,2,2,4,V1 was traveling eastbound approaching an intersection with no controls. V2 was traveling westbound approaching the same intersection. The left plane of V1 was contacted by the front plane of V2. V1 then departed the right road edge and the front plane contacted a non breakaway pole.,1005.6604482818,9,2
6799,2017,31,15,1-31-2017-015-03,3,2,4,06:53,2,2,2,1,1,1,0,0,2,2,6,"V1 was traveling northbound on a two lane, two-way roadway. V2 was traveling southbound on the same roadway as V1. V1 crossed over lane in southbound lane. V2 driver steered left to avoid collision. V1 and V2 struck each other with the right sides of their vehicles. V1 driver steered back to the right crossing the original travel lane, proceeding off the roadway, striking a guardrail, then coming to final rest in a field. V2 steered back into original travel lane, off the edge of the roadway where V2 came to final rest.",749.398250761231,6,2
6794,2017,22,36,1-22-2017-036-01,1,4,1,00:27,4,3,1,3,10,1,1,1,1,9,0,"Vehicle #1 was northbound and departed the right (north) side of the roadway. The vehicle traveled on a steep embankment and initiated a left side roll sequence (Crash Event 1). The green house area impacted a vertical, breakaway light pole. (non-horizontal, Crash Event 2). The front left corner impacted or furrowed the embankment (Crash Event 3) as the vehicle initiated a rapid CW rotation, coming to rest upright.",96.8900178613484,12,2
6787,2017,13,30,1-13-2017-030-02,2,4,4,07:31,3,4,4,4,29,3,1,3,2,2,1,"V1, V2, V3, V4 were traveling northbound on a divided roadway with three lanes going one way, all vehicles were in lane three. The front of V1 contacted the rear of V2. V2's left side then came in contact with the rear of V3 as V2 was traveling into another lane to the right from impact with V1. V1 front then contacted the rear of V3. Then the front of V3 contacted the rear of V4.",91.0705421755407,7,2
6775,2017,10,21,1-10-2017-021-10,10,4,3,07:10,5,1,1,0,0,0,0,0,2,2,0,"V1 was traveling east on a 3 lane divide highway. V1 entered a counter-clockwise yaw, then departed the road to the left and contacted a concrete median barrier with the right plane.",3689.5500133657,4,2
6798,2017,15,19,1-15-2017-019-06,6,4,6,15:52,3,1,2,99,99,0,0,9,2,2,1,"V1 was traveling northbound in the left turn lane of a two way roadway with two lanes of travel in each direction.  V2 was traveling on the same roadway in front of V1.  On this roadway, the frontal plane of V1 contacted the rear plane of V2.",1370.13552267711,1,2
6800,2017,30,37,1-30-2017-037-03,3,4,1,03:53,4,3,1,1,1,1,0,6,2,2,0,Vehicle 1 was eastbound at night with no lighting in a construction area. Reflector post weighted down with sandbags were on both sides of the lane.  Vehicle 1 contacted a reflector post on the right side then departed the right road edge where there was a 50 centimeter vertical drop off into a dirt trench. The undercarriage contacted the bottom of the trench then Vehicle 1 tripped and rolled left 2 complete rolls and came to rest on its wheels facing northwest.,783.865220651963,10,2
6801,2017,30,38,1-30-2017-038-06,6,3,4,07:43,2,1,2,1,2,2,0,4,2,2,4,V1 was making a left turn from the left turn lane. V2 was moving west crossing the intersection when the front of V1 made contact with the right side of V2.,1520.31007734854,10,2
6802,2017,20,31,1-20-2017-031-06,6,4,7,15:39,2,1,2,1,1,1,0,4,2,2,6,V1 was traveling east and V2 was traveling west on a two-lane roadway. The front left corner of V1 contacted the left side of V2 in the westbound lane..,736.164404750298,11,2
6768,2017,30,36,1-30-2017-036-04,4,4,7,17:50,3,1,2,0,0,0,0,0,2,9,1,Vehicle 1 and 2 were traveling westbound in the #5 lane when vehicle 1's front made contact with the rear end of vehicle 2.,2767.78589531975,10,2
6805,2017,29,15,1-29-2017-015-04,4,4,3,12:08,3,5,4,2,6,3,0,4,2,2,1,The front of Vehicle #1 traveling northbound in lane two of a four lane roadway impacted the rear of Vehicle #2 stopped in lane two waiting to turn left. The front of Vehicle #2 then impacted the front of Vehicle #3 traveling southbound in lane one on the opposite flow of travel. The front of Vehicle #3 then impacted a street pole off the right side of the roadway.  The road sign fell on the top plane of Vehicle #4.  The front of Vehicle #3 then impacted the left of Vehicle #4 stopped facing east at the stop sign waiting to turn left onto the roadway.,1180.76502650807,2,2
6804,2017,26,21,1-26-2017-021-03,3,4,7,12:28,1,1,2,1,2,1,0,4,2,2,2,"V1 was traveling eastbound on roadway, V2 was traveling westbound on same roadway.  V1 departed the lane left and the front of V1 contacted the front of V2.",1072.7157378518,10,2
6796,2017,18,18,1-18-2017-018-03,3,4,3,07:30,2,3,2,2,6,2,0,4,2,2,6,Vehicle #1 was traveling North.  Vehicle #2 was traveling South on the same road.  V1 departed its lane to the left and the front plane of V1 contacted the left plane of V2.  V1 began to rotate counter-clockwise.  V1 departed the road to the left and the front plane of V1 contacted a guardrail face.  V2 departed the road to the right and the right plane of V2 contacted a guardrail face.,329.590173474336,6,2
6806,2017,20,33,1-20-2017-033-08,8,3,6,01:05,2,1,2,4,34,1,1,3,2,1,6,"V1 was traveling north in lane two of a two lane divided roadway. V2 was traveling south in lane 1 on the same roadway. V1 traveled to its left, crossing through the center grass median separating the travel lanes. V1 entered and crossed lane two of southbound travel. V1 entered lane one of southbound travel and the front of V1 contacted the left side holding tank on the trailer portion of V2. V1 began to rotate counterclockwise and travel under the trailer. The front of V1 then contacted a spare tire carrier mounted under V2. The rear axle of V2 then contacted V1 and separated from the trailer.",313.37870302556,11,2
6809,2017,11,18,1-11-2017-018-02,2,3,1,19:57,1,1,2,3,14,2,1,3,2,2,2,Vehicle 1 was traveling Westbound in the 2nd traveling lane on the roadway when negotiating curve right and instead went straight crossing over the center lines and colliding with Vehicle 2 which was traveling Eastbound in the 2nd traveling lane. Both Vehicle's contacted head-on.,327.722359603461,8,2
6795,2017,22,37,1-22-2017-037-03,3,4,2,13:05,2,2,2,1,1,1,0,4,2,9,6,"V1 was traveling north on a two-lane, two way, undivided roadway. V2 was traveling south on the same roadway as V1. V1 steered to the left to avoid a non-contact vehicle that had stopped in its travel lane and was waiting to turn left. The right side of V1 contacted the front of V2. V1 continued on and contacted V2 again in the right side with its right side before coming to rest.",138.601988535822,12,2
6810,2017,33,33,1-33-2017-033-09,9,4,2,16:30,3,1,2,1,1,1,0,4,2,1,1,Vehicle 1 and 2 were traveling south on a two lane roadway. V2 came to a stop in their lane. The front plane of V1 contacted the rear plane of V2.,148.131680422055,12,2
6812,2017,17,23,1-17-2017-023-09,9,4,3,06:43,5,4,1,4,29,1,1,3,2,2,0,V1 was traveling southbound on a two-lane road negotiating a curve left when it departed the right (west) side of the road and its front end impacted a mailbox (event 1) and sign post (event 2). V1 continued to travel off the road where its front end impacted a tree branch (event 3) and an embankment (event 4).,1691.99672341111,4,2
6811,2017,28,18,1-28-2017-018-06,6,4,3,20:35,5,1,1,1,2,1,0,6,2,2,0,"V1 was north bound on a two lane, two way roadway. V1 exited the road from the west side, where V1 impacted a tree with the frontal plane.",185.209716714862,3,2
6816,2017,12,18,1-12-2017-018-05,5,4,4,07:47,2,1,2,3,14,3,1,3,9,1,4,"V1 was traveling north toward a four-way intersection. V2 was stopped, westbound at the same intersection. Both vehicles entered the intersection and the front of V1 impacted the left side of V2.",628.832940754307,9,2
6813,2017,23,32,1-23-2017-032-03,3,4,5,18:11,2,1,2,1,1,1,0,0,2,2,4,"V1 was traveling westbound on roadway attempting to turn left at an intersection.  V2 was traveling eastbound on same roadway, attempting to crossover same intersection.  The front of V2 contacted the right side of V1.",277.455039344838,5,2
6814,2017,23,33,1-23-2017-033-10,10,4,4,11:20,5,1,1,1,1,1,0,0,2,2,0,"Vehicle 1 was traveling northeast on a three lane, divided highway in lane two. V1 t departed the roadway to the left, where it contacted a cable guardrail in the median with its frontal plane. V1 continued a short distance rotating counterclockwise before coming to rest.",4628.54463438301,5,2
6481,2017,10,10,1-10-2017-010-02,2,2,3,07:43,3,4,5,9,97,1,0,8,2,9,1,"Vehicle 1, 2, 3, 4 and 5 were traveling southbound in the far left lane.  All vehicles started to slow due to traffic congestion.  Vehicle 5 did not stop in time and struck the rear of Vehicle 4.  Vehicle 4 then struck the rear of Vehicle 3.  Vehicle 3 then struck the rear of Vehicle 2.  Vehicle 2's right side then struck the rear of Vehicle 1.",26.2442140037051,4,2
6821,2017,32,34,1-32-2017-034-03,3,4,7,16:10,2,3,4,9,97,2,0,5,9,9,5,"V1 was traveling eastbound on roadway in lane 2, V2 & V3 were eastbound stopped in same roadway in lane 2 and V4 was traveling eastbound on same roadway in lane 1.  V1 attempted to change lanes to the right, and the right side of V1 contacted an unknown area of V4.  V1 then swerved back to the left and the front of V1 contacted the back of V2 then the front of V2 contacted the back of V3.",1687.85652753375,7,2
6823,2017,14,20,1-14-2017-020-02,2,4,2,11:56,1,2,2,3,22,3,2,3,2,2,4,"V1 was traveling north toward a four-way intersection and V2 was traveling south toward the same intersection. V2 initiated a left turn in the intersection. V1's front impacted V2's front (event 1). V2 then rotated counter clockwise and V2's right side contacted V1""s back (event 2).",358.19383091797,8,2
6822,2017,16,32,1-16-2017-032-07,7,4,1,17:49,3,1,2,0,0,0,0,0,2,2,1,V1 and V2 were traveling southbound on the interstate in the right lane through a tunnel. A NCV departed its lane of travel on left side and applied its brakes. V1 applied its brakes to avoid contact with the NCV. The front of V2 contacted the rear of V1.,2568.08122827197,5,2
6818,2017,24,34,1-24-2017-034-07,7,4,2,12:59,3,1,2,1,1,1,0,6,2,2,1,V1 and V2 were both traveling west in the same lane. V2 stopped ahead of V1 and the front end of V1 impacted the back end of V2.,1520.597614017,1,2
6824,2017,29,16,1-29-2017-016-03,3,4,6,09:23,2,1,2,1,1,2,0,4,2,2,4,"Vehicle #1 was traveling south and vehicle #2 was traveling north through a 'T' intersection on a two lane roadway. Vehicle #1 was attempting to turn left, crossing over the path of Vehicle #2. The front of vehicle #2 impacted the right side of vehicle #1.",1318.37167531291,2,2
6819,2017,24,35,1-24-2017-035-06,6,4,3,02:18,5,4,1,0,0,0,0,0,2,2,0,"V1 was traveling south bound when a deer jumped in the roadway.  V1 steered right to avoid the deer and departed the roadway on the right side.  V1 then contacted a utility pole on the front right plane, continued forward contacting a large tree on the front right plane, contacted a tree on the left plane, and contacted a third  tree on the front plane where V1 came to final rest.",813.060441738769,1,2
6825,2017,19,43,1-19-2017-043-02,2,4,7,12:09,2,2,2,1,1,1,0,4,2,2,4,V1 was traveling northbound on roadway attempting to cross over an intersection.  V2 was traveling westbound on roadway attempting to turn left at same intersection.  The front of V2 contacted the right side of V1.  V1 then rotated clockwise and tripped over 4 quarter turns coming to rest off the right side of the roadway.,102.089013427492,9,2
6815,2017,27,4,1-27-2017-004-06,6,4,4,08:48,3,2,3,0,0,0,0,4,9,9,1,"Vehicles #1, #2 and #3 were traveling west; V2 was ahead of V1, and V3 was ahead of V2. V3 came to a stop and V2 was slowing to a stop when the front of V1 impacted the back of V2. After impact to V1, the front of V2 impacted the back of V3.",189.541558675509,3,2
6827,2017,31,16,1-31-2017-016-09,9,4,2,16:49,3,2,3,1,2,1,0,4,2,2,1,"V3 was stopped in the roadway preparing to  make a left turn. V2 was stopped behind V3 waiting for V2 to make the left turn. V1 was traveling eastbound on the roadway. The front of V1 impacted the rear of V2. V2 was then pushed forward and the front of V2 impacted the rear of V3. After impact, V3 turned left and stopped on the side of the intersecting roadway coming to final rest. V2 and V1 both moved to the right on the side of the roadway to come to final rest.",1112.97598818424,6,2
6826,2017,19,44,1-19-2017-044-08,8,4,1,08:45,5,3,1,1,2,1,0,4,2,2,0,V1 was traveling southbound on a wet roadway when it hydroplaned and departed the left road edge. V1's front plane contacted a tree then the right plane contacted a second tree. Then right plane contacted a third tree.,1264.8216884943,9,2
6832,2017,22,39,1-22-2017-039-09,9,4,2,12:15,3,1,2,1,1,1,0,0,2,9,1,V2 was stopped in lane one of a five lane roadway (two lanes in each direction with a center turn lane) with V1 approaching from behind. The front of V1 contacted the back of V2.,702.951057885935,12,2
6831,2017,22,38,1-22-2017-038-02,2,4,4,10:28,2,1,2,1,3,1,0,4,2,2,9,"V1 was merging eastbound onto a two-lane, two-way, undivided highway.  V2 was eastbound on the same highway.  V1 initiated a U-turn and the front of V1 contacted the right side of V2.",57.5944953362226,12,2
6830,2017,18,19,1-18-2017-019-08,8,4,5,03:00,5,14,1,3,22,1,1,3,2,1,0,"Vehicle #1 was traveling West.  V1 departed the road to the left.  The front plane of V1 contacted the ground.  V1 tripped over 3 quarter-turns to the right.  During the rollover, V1 contacted a utility box and 11 trees.  V1 came to rest on the driver's side.",703.273619459784,6,2
6833,2017,15,20,1-15-2017-020-03,3,4,5,11:40,2,1,2,0,0,0,0,4,2,2,4,"V1 was traveling southbound on a two way roadway with a single lane of travel in each direction.  V2 was traveling eastbound also on a two way roadway with a single lane of travel in each direction.  At the intersection of the above roadways, the frontal plane of V2 contacted the right side plane of V1.",375.42663400268,1,2
6829,2017,21,17,1-21-2017-017-03,3,4,2,12:11,2,3,2,1,1,1,0,3,2,2,4,"V1 was traveling southbound approaching an intersection.  V2 was traveling northbound approaching the same intersection.  In the intersection, as V2 was initiating a left hand turn, the front end of V1 came into contact with the front end of V2.  V1 continued in a southwesterly direction and departed the road, where its front end then came into contact with a fire hydrant and a shrub.",311.956694061437,11,2
6835,2017,13,33,1-13-2017-033-02,2,4,1,15:05,2,1,2,3,14,3,1,3,2,2,4,"V1 was traveling north attempting to turn left at a four legged, light controlled intersection. V2 was traveling south entering the same intersection as V1. In the intersection the front of V1 contacted the front of V2.",65.3942572948334,7,2
6838,2017,30,39,1-30-2017-039-04,4,4,5,15:08,2,3,3,0,0,0,0,0,2,2,5,Vehicle 1 was northbound on a one-way 5 lane roadway in the #4 lane.  Vehicle 2 was northbound in the #5 lane.  Vehicle 3 was northbound in the #4 lane in front of Vehicle 1.  Vehicle 1 steered left to change lanes after Vehicle 3 suddenly slowed.  The left side of Vehicle 1 contacted the right side of Vehicle 2. Vehicle 1 steered right its font plane contacted the back plane of Vehicle 3.  Vehicle 2's left side then contacted the concrete barrier.,1827.93791705103,10,2
6839,2017,30,40,1-30-2017-040-09,9,4,6,00:50,3,1,2,0,0,0,0,0,2,2,4,Vehicle 2 was traveling northbound in lane one approaching an intersection. V1 was traveling northbound in lane three.  V1 turned right and the front of V2 contacted the back of V1.,3397.36491587046,10,2
6837,2017,33,35,1-33-2017-035-06,6,3,5,13:39,2,1,2,1,2,2,0,4,2,2,4,"Vehicle #1 was traveling south, approaching an intersection. Vehicle #2 was traveling north, approaching the same intersection. V1 began to turn left at the intersection and the front plane of V1 contacted the right plane of V2.",345.47842926931,12,2
6836,2017,33,34,1-33-2017-034-08,8,4,1,21:00,5,3,1,3,22,1,1,3,9,1,0,"Vehicle 1 was traveling east on a two lane roadway. V1 exited their lane to the left to overtake a NCV, over-corrected and lost control. V1 rotated in a clockwise direction, reentered their original lane of travel and exited the roadway to the right. The front plane contacted a large tree and the left plane of V1 contacted two trees, which stopped the vehicle's rotation.",217.884133565871,12,2
6844,2017,11,19,1-11-2017-019-08,8,4,7,18:30,5,3,1,2,9,1,0,3,1,2,0,V1 was traveling northbound on roadway and departed the roadway right.  The front of V1 contacted a horizontal steel pipe running along the outside wall of a bridge.  V1 then fell down a cliff and the back undercarriage contacted the ground.  The front of V1 then contacted a cement bridge support.,1502.31800595479,8,2
6847,2017,32,35,1-32-2017-035-01,1,4,7,00:05,5,4,1,3,10,1,1,2,2,2,0,"V1 was traveling east in lane three on a four lane divided roadway. V1 departed its lane to the left, crossing lane four and an HOV lane. The front of V1 contacted a concrete traffic barrier. V1 continued to travel east and contacted the barrier with its front a second time in a swiping impact before coming to rest.",396.693839271766,7,2
6845,2017,20,37,1-20-2017-037-04,4,4,1,13:38,2,1,2,1,1,1,0,0,2,2,4,"V1 was traveling west on a two lane, two way roadway entering a sign controlled three legged intersection. V2 was traveling north on a two lane, divided one-way roadway entering the same intersection as V1. In the intersection the front of V1 contacted the right side of V2.",217.162082170699,11,2
6842,2017,20,36,1-20-2017-036-10,10,4,1,19:57,5,1,1,0,0,0,0,9,2,2,0,V1 was making a left turn at a four-way intersection from a protected-traffic-light-controlled-left-turn-lane. V1 departed the roadway on the right side and the front of V1 struck a stop sign.,1015.36148488437,11,2
6846,2017,26,22,1-26-2017-022-03,3,4,6,20:42,5,3,1,1,1,1,0,0,1,2,0,V1 was heading SW and departed roadway on the left. V1 impacted curb and drove across a sidewalk and entered another roadway going the opposite direction of flow of traffic. V1 departed the roadway impacting a second curb. V1 drove through a fence and came to rest in a parking lot.,2176.53884370464,10,2
6849,2017,13,34,1-13-2017-034-09,9,4,4,07:26,2,1,2,1,2,1,0,4,2,2,4,Vehicle 1 was traveling southbound at an intersection to turn left. Vehicle 2 was traveling westbound and approaching the same intersection. Within the intersection the left side of V1 contacted the front of V2.,4840.88145206512,7,2
6706,2017,11,16,1-11-2017-016-05,5,3,4,05:02,3,2,2,9,97,2,0,8,2,2,1,V1 was in lane one and V2 in lane 2 and were traveling south when V1 made a lane change into lane 2. V2 had no time to react and as a result the front of V2 contacted the back of V1. After the initial impact V1 traveled across the roadway to the left and the front of V1 contacted a jersey barrier.,459.56320010308,8,2
6855,2017,28,19,1-28-2017-019-06,6,4,7,17:30,4,3,1,1,1,1,0,4,2,2,0,"V1 was west bound on a rural non-divided two lane roadway. V1 lost control, rotated counter clockwise, and exited the roadway to the left. V1 traveled down an embankment and rolled over to the right.  V1 contacted two trees as it rolled, one to an unknown plane and one with the undercarriage.  V1 came to final rest on its left side.",154.889477796316,3,2
6856,2017,23,34,1-23-2017-034-02,2,4,5,22:00,1,1,2,1,1,2,0,4,2,2,2,"Unit 1 was heading west in lane 1, on a 2 way undivided roadway, while Unit 2 was heading east in lane 2, on the same roadway.  Unit 1 crossed over the center line and struck Unit 2 head-on.",66.3431143320455,5,2
6857,2017,23,35,1-23-2017-035-07,7,4,1,21:11,6,1,1,0,0,0,0,0,2,2,0,V1 was traveling west bound on roadway and struck a deer in the road causing front end damage.,1929.59482585387,5,2
6858,2017,24,36,1-24-2017-036-08,8,4,7,11:35,1,2,2,3,22,3,1,3,2,2,4,"V1 was traveling west bound towing a trailer, V2 was traveling east bound.  V1 was attempting a left hand turn at a 4-way intersection, while V1 was attempting to pass through.  As a result the front of V1 contacted the front of V2.  V2 then continued to strike a utility pole located on the south east corner with its front plane.",478.637750791523,1,2
6859,2017,24,37,1-24-2017-037-07,7,4,7,15:46,3,1,2,99,99,0,0,9,2,2,1,"V2 was stopped at the 4 way intersection in the southbound lane of a two-way, 3 lane roadway.  V1 was traveling southbound behind V2 approaching the intersection.  The front plane of V1 made contact with the rear plane of V2.",2102.82803174669,1,2
6862,2017,14,21,1-14-2017-021-07,7,4,5,16:47,2,1,2,1,2,2,0,6,2,2,4,"V1 pulled out of private parking lot, attempting to make a left turn. V2 was traveling in a westerly direction on roadway. V1's front contacted V2's right side.",13075.4920927228,8,2
6861,2017,32,37,1-32-2017-037-06,6,4,2,18:37,3,1,2,1,1,1,0,6,2,2,1,V1 was traveling eastbound on an interstate highway.  V2 was traveling the same direction. The front of V1 contacted the back of V2.,3184.70696791482,7,2
6860,2017,32,36,1-32-2017-036-03,3,4,1,18:43,2,1,2,2,8,2,0,4,2,2,9,"V1 was traveling west on a straight roadway, approaching an intersection. V2 was traveling behind V1 in the same direction. At the intersection, V1 attempted to make a U-turn, partially entering the north leg of the intersection and turning left in order to complete the U-turn. V2 attempted to pass V1 and proceed west. The front of V2 impacted the left side of V1.",1642.02097146795,7,2
6863,2017,12,19,1-12-2017-019-08,8,4,6,08:28,3,1,2,4,17,2,1,3,9,9,1,Vehicle #1 and Vehicle #2 were south bound in lane one. The front bumper of V1 impacted the back bumper of V2.,1502.31800595479,9,2
6865,2017,29,17,1-29-2017-017-02,2,4,4,20:09,3,1,2,2,5,2,0,3,2,2,1,Vehicle #1 and Vehicle #2 were traveling west in lane one on a three lane divided interstate. The front of vehicle #2 impacted the rear of vehicle #1.,81.4304760526014,2,2
6870,2017,17,24,1-17-2017-024-04,4,4,6,17:22,2,1,2,1,2,2,0,4,2,2,4,"V1 was traveling northbound on a two lane, two way roadway approaching an intersection.  V2 was traveling eastbound on a two lane, two way roadway approaching the same intersection.  At the intersection the front of V2 contacted the left side of V1.",4191.2248811145,4,2
6867,2017,19,45,1-19-2017-045-02,2,4,1,04:30,4,1,1,1,1,1,0,4,1,9,0,V1 was traveling eastbound when it departed its travel lane to the left. V1 then departed the left road edge. V1 tripped and rolled right four quarter turns and came to rest on its wheels.,178.303649458387,9,2
6868,2017,19,46,1-19-2017-046-05,5,4,5,05:15,5,2,1,1,1,1,0,4,2,2,0,V1 traveling east crossed lane line left and departed roadway left contacting a ditch and culvert before coming to final rest upon its roof in a private drive.,283.119230360775,9,2
6872,2017,33,36,1-33-2017-036-01,1,4,5,14:35,3,1,2,5,26,1,1,1,2,2,1,"Vehicle 1 was traveling north on a two lane highway. Vehicle 2 was stopped in the same lane/direction, waiting to initiate a left. V1 failed to stop and the front plane of V1 contacted the rear plane of V2.",90.0802946545538,12,2
6875,2017,22,41,1-22-2017-041-08,8,3,6,22:30,4,1,1,3,17,1,1,3,9,1,0,"V1 was northbound on a two-lane, two-way, undivided highway.  V1 drifted off the western edge of the roadway, over-corrected and drove off the eastern edge of the roadway and down the shoulder slope, then rolled to the right 10 quarter turns, coming to rest on its top.",113.695698457785,12,2
